target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,73.4898917999817,17.7553674100258,None,91.2678960000048,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,0,0,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,112.934222500015,None,prac,2,2,1,neutral,positive,j,j,1,1.72682129999157,114.966266300005,115.970000900037,115.953393000003,None,114.966266300005,None,114.966266300005,None,114.966266300005,None,117.686878200038,None,117.686878200038,None,117.686878200038,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,1,1,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.834243999968749,118.701797100017,119.701009400014,119.686687200039,None,118.701797100017,None,118.701797100017,None,118.701797100017,None,120.517475110019,None,120.517475110019,None,120.517475110019,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,2,2,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.797945500002243,120.526804100024,121.536577600054,121.519895500038,None,120.526804100024,None,120.526804100024,None,120.526804100024,None,122.317167510052,None,122.317167510052,None,122.317167510052,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,3,3,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,neutral,k,k,1,0.814614200033247,122.334458900033,123.333894700045,123.317224400002,None,122.334458900033,None,122.334458900033,None,122.334458900033,None,124.133877710038,None,124.133877710038,None,124.133877710038,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,4,4,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,0.848771999997552,124.148951200012,125.153185400006,125.134223900037,None,124.148951200012,None,124.148951200012,None,124.148951200012,None,125.984132910037,None,125.984132910037,None,125.984132910037,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,5,5,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,positive,j,j,1,1.13201810000464,126.004217000038,127.017531900026,126.986427100026,None,126.004217000038,None,126.004217000038,None,126.004217000038,None,128.117412010039,None,128.117412010039,None,128.117412010039,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,6,6,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,negative,l,l,1,0.882783700013533,128.135847000056,129.136305300053,129.119805200025,None,128.135847000056,None,128.135847000056,None,128.135847000056,None,130.000719110022,None,130.000719110022,None,130.000719110022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,7,7,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.764354099985212,130.011555200035,131.019656600023,131.003065100056,None,130.011555200035,None,130.011555200035,None,130.011555200035,None,131.76704851003,None,131.76704851003,None,131.76704851003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,8,8,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,neutral,k,k,1,0.748436799971387,131.782956100011,132.783679700049,132.767022500047,None,131.782956100011,None,131.782956100011,None,131.782956100011,None,133.516967410053,None,133.516967410053,None,133.516967410053,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,9,9,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,positive,j,j,1,0.949151500011794,133.517045600049,134.517049100017,134.517049100017,None,133.517045600049,None,133.517045600049,None,133.517045600049,None,135.467279210052,None,135.467279210052,None,135.467279210052,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,10,10,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,0.948191699979361,135.471022800019,136.486193200049,136.469606900006,None,135.471022800019,None,135.471022800019,None,135.471022800019,None,137.41721991002,None,137.41721991002,None,137.41721991002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,11,11,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,negative,l,l,1,0.798076500010211,137.421189900022,138.43618150003,138.419587900047,None,137.421189900022,None,137.421189900022,None,137.421189900022,None,139.217197110009,None,139.217197110009,None,139.217197110009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,12,12,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,j,j,1,0.831902000005357,139.232988500036,140.236078100046,140.219551300048,None,139.232988500036,None,139.232988500036,None,139.232988500036,None,141.050492610032,None,141.050492610032,None,141.050492610032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,13,13,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,negative,l,l,1,0.93149300001096,141.065199100005,142.069432500051,142.052761300001,None,141.065199100005,None,141.065199100005,None,141.065199100005,None,142.983433210006,None,142.983433210006,None,142.983433210006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,14,14,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,0.782034299976658,142.983521900023,143.983502000046,143.983502000046,None,142.983521900023,None,142.983521900023,None,142.983521900023,None,144.766791810055,None,144.766791810055,None,144.766791810055,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,15,15,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.782199000008404,144.771638100035,145.786023000022,145.769410100009,None,144.771638100035,None,144.771638100035,None,144.771638100035,None,146.550366310001,None,146.550366310001,None,146.550366310001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,16,16,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,negative,l,l,1,0.898773699998856,146.553545700037,147.552705600043,147.552705600043,None,146.553545700037,None,146.553545700037,None,146.553545700037,None,148.450337210036,None,148.450337210036,None,148.450337210036,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,17,17,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,0.814933899964672,148.45368960005,149.469156800013,149.452646200021,None,148.45368960005,None,148.45368960005,None,148.45368960005,None,150.266979410028,None,150.266979410028,None,150.266979410028,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,1,0,18,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.804829300031997,150.272845600033,151.285912400053,151.252661000006,None,150.272845600033,None,150.272845600033,None,150.272845600033,None,152.069114210032,None,152.069114210032,None,152.069114210032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,1,1,19,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,positive,j,j,1,0.726457900018431,152.090684700001,153.099979200051,153.083306500048,None,152.090684700001,None,152.090684700001,None,152.090684700001,None,153.799879710021,None,153.799879710021,None,153.799879710021,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,1,2,20,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,positive,j,j,1,0.964313799981028,153.800450600043,154.799946300045,154.799946300045,None,153.800450600043,None,153.800450600043,None,153.800450600043,None,155.766547010053,None,155.766547010053,None,155.766547010053,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,1,3,21,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.800469400011934,155.769262100046,156.783293000015,156.766624900047,None,155.769262100046,None,155.769262100046,None,155.769262100046,None,157.569146610046,None,157.569146610046,None,157.569146610046,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,1,4,22,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.646070300019346,157.57195730001,158.585742000025,158.569164500048,None,157.57195730001,None,157.57195730001,None,157.57195730001,None,159.216810210032,None,159.216810210032,None,159.216810210032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,1,5,23,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,0.798754299990833,159.220806600002,160.235819500056,160.219149900018,None,159.220806600002,None,159.220806600002,None,159.220806600002,None,161.016725410015,None,161.016725410015,None,161.016725410015,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,1,6,24,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.667375400022138,161.019969400018,162.019082000013,162.019082000013,None,161.019969400018,None,161.019969400018,None,161.019969400018,None,162.685614710039,None,162.685614710039,None,162.685614710039,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,1,7,25,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,negative,l,l,1,1.13206289999653,162.689234300051,163.702326500032,163.685771800054,None,162.689234300051,None,162.689234300051,None,162.689234300051,None,164.818837010016,None,164.818837010016,None,164.818837010016,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,1,8,26,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,negative,l,l,1,0.829176000028383,164.821721600019,165.833048,165.816387600033,None,164.821721600019,None,164.821721600019,None,164.821721600019,None,166.649597810005,None,166.649597810005,None,166.649597810005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,1,9,27,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,negative,l,l,1,0.882204500027001,166.649934400048,167.6496912,167.6496912,None,166.649934400048,None,166.649934400048,None,166.649934400048,None,168.532983910007,None,168.532983910007,None,168.532983910007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,1,10,28,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,positive,j,j,1,0.848698300018441,168.536235800013,169.552324000048,169.53572460002,None,168.536235800013,None,168.536235800013,None,168.536235800013,None,170.383232610015,None,170.383232610015,None,170.383232610015,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,1,11,29,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,positive,j,j,1,0.751338700007182,170.387230700057,171.402255800029,171.385626400006,None,170.387230700057,None,170.387230700057,None,170.387230700057,None,172.135636410041,None,172.135636410041,None,172.135636410041,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,1,12,30,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.630713599966839,172.139431500051,173.152129500057,173.135620700021,None,172.139431500051,None,172.139431500051,None,172.139431500051,None,173.768705510016,None,173.768705510016,None,173.768705510016,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,1,13,31,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.613118000037502,173.771148800035,174.78540480003,174.768732000026,None,173.771148800035,None,173.771148800035,None,173.771148800035,None,175.383130610053,None,175.383130610053,None,175.383130610053,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,1,14,32,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,positive,j,j,1,0.898092099989299,175.386272200034,176.385698000027,176.368851400039,None,175.386272200034,None,175.386272200034,None,175.386272200034,None,177.282737010048,None,177.282737010048,None,177.282737010048,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,1,15,33,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,positive,j,j,1,0.748939800017979,177.282968600048,178.282798200031,178.282798200031,None,177.282968600048,None,177.282968600048,None,177.282968600048,None,179.033050810051,None,179.033050810051,None,179.033050810051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,1,16,34,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,negative,l,l,1,0.751343099982478,179.049809600052,180.051987100043,180.035379800014,None,179.049809600052,None,179.049809600052,None,179.049809600052,None,180.785201310011,None,180.785201310011,None,180.785201310011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,1,17,35,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,0.828685300017241,180.789338200004,181.801989700005,181.7853473,None,180.789338200004,None,180.789338200004,None,180.789338200004,None,182.616313110053,None,182.616313110053,None,182.616313110053,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,182.618652900041,None,space,10.1921971000265,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,0.06666667,-0.07962963,0,0,0,0.0109658099827357,None,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,7,,NaN,NaN,,NaN,,192.8351731,None,main,1,1,1,negative,neutral,k,k,1,0.660185699991416,194.844501400017,195.851774400042,195.835069900029,None,194.844501400017,None,194.844501400017,None,194.844501400017,None,196.501621810027,None,196.501621810027,None,196.501621810027,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,8,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,j,l,0,0.977769799996167,196.50637930003,197.515738200047,197.499069100013,None,196.50637930003,None,196.50637930003,None,196.50637930003,None,198.482388500008,None,198.482388500008,None,198.482388500008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,1,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.757756300037727,199.488183100009,200.5016206,200.466016300023,None,199.488183100009,None,199.488183100009,None,199.488183100009,None,201.236480710044,None,201.236480710044,None,201.236480710044,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,5,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,0.81190610001795,201.240840000042,202.251490300056,202.234988100012,None,201.240840000042,None,201.240840000042,None,201.240840000042,None,203.051484410017,None,203.051484410017,None,203.051484410017,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,9,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,0.765010199975222,203.054045600002,204.068232000049,204.051517500018,None,203.054045600002,None,203.054045600002,None,203.054045600002,None,204.818161210051,None,204.818161210051,None,204.818161210051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,17,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.746343700040597,204.822249400022,205.832556800044,205.818156200054,None,204.822249400022,None,204.822249400022,None,204.822249400022,None,206.565818510024,None,206.565818510024,None,206.565818510024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,4,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.700730399985332,206.569962700014,207.582193200011,207.565525600046,None,206.569962700014,None,206.569962700014,None,206.569962700014,None,208.265435810032,None,208.265435810032,None,208.265435810032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,10,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.611000400036573,208.276093100023,209.282198500005,209.265541500004,None,208.276093100023,None,208.276093100023,None,208.276093100023,None,209.882562210032,None,209.882562210032,None,209.882562210032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,11,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,0.632591700006742,209.88349940005,210.898856600048,210.882191000041,None,209.88349940005,None,209.88349940005,None,209.88349940005,None,211.516822510056,None,211.516822510056,None,211.516822510056,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,15,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,l,l,1,0.747167000023182,211.522867000022,212.534723600023,212.518115200044,None,211.522867000022,None,211.522867000022,None,211.522867000022,None,213.265714010055,None,213.265714010055,None,213.265714010055,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,3,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,0.764883900003042,213.269342600019,214.284742900054,214.268077500048,None,213.269342600019,None,213.269342600019,None,213.269342600019,None,215.032334910013,None,215.032334910013,None,215.032334910013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,13,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.682643299980555,215.035998300009,216.051274000027,216.034645500011,None,215.035998300009,None,215.035998300009,None,215.035998300009,None,216.716583210049,None,216.716583210049,None,216.716583210049,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,12,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,0.647188699978869,216.722668000031,217.732339700044,217.717939599999,None,216.722668000031,None,216.722668000031,None,216.722668000031,None,218.365561610035,None,218.365561610035,None,218.365561610035,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,2,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,j,j,1,0.914736299950164,218.368880000024,219.381962200045,219.365287700028,None,218.368880000024,None,218.368880000024,None,218.368880000024,None,220.281867610005,None,220.281867610005,None,220.281867610005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,14,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,0.650861600006465,220.282202200033,221.284611800045,221.284611800045,None,220.282202200033,None,220.282202200033,None,220.282202200033,None,221.93447181001,None,221.93447181001,None,221.93447181001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
