distractor,target,set,ans,ans1,ans2,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,flanker_thisRepN,flanker_thisTrialN,flanker_thisN,flanker_thisIndex,stroop_thisRepN,stroop_thisTrialN,stroop_thisN,stroop_thisIndex,conjunction_thisRepN,conjunction_thisTrialN,conjunction_thisN,conjunction_thisIndex,st_ins_loop_thisRepN,st_ins_loop_thisTrialN,st_ins_loop_thisN,st_ins_loop_thisIndex,stroop_prac_loop_thisRepN,stroop_prac_loop_thisTrialN,stroop_prac_loop_thisN,stroop_prac_loop_thisIndex,st_block_thisRepN,st_block_thisTrialN,st_block_thisN,st_block_thisIndex,stroop_main_loop_thisRepN,stroop_main_loop_thisTrialN,stroop_main_loop_thisN,stroop_main_loop_thisIndex,stroop_block_ins_thisRepN,stroop_block_ins_thisTrialN,stroop_block_ins_thisN,stroop_block_ins_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,conj_prac_loop_thisRepN,conj_prac_loop_thisTrialN,conj_prac_loop_thisN,conj_prac_loop_thisIndex,conj_block_thisRepN,conj_block_thisTrialN,conj_block_thisN,conj_block_thisIndex,conj_main_loop_thisRepN,conj_main_loop_thisTrialN,conj_main_loop_thisN,conj_main_loop_thisIndex,conj_block_ins_thisRepN,conj_block_ins_thisTrialN,conj_block_ins_thisN,conj_block_ins_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,key_resp_9_duration,next_game_img_started,next_game_key_started,next_game_key_keys,next_game_key_rt,next_game_key_duration,key_resp_3_keys,key_resp_3_rt,key_resp_3_duration,image_started,ins_rep_img_started,image_9_started,back_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,mainback_2_started,mouse_started,image_10_started,key_resp_4_keys,key_resp_4_rt,key_resp_4_duration,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,task_type,contineu_block_started,key_resp_10_started,key_resp_10_keys,key_resp_10_rt,key_resp_10_duration,key_resp_5_keys,key_resp_5_rt,key_resp_5_duration,image_11_started,ins_rep_img_2_started,st_back_2_started,st2_resp_2_keys,st2_resp_2_corr,text_started,text_stopped,id_,age,order,sex,flanker,stroop,conjunction,test_mode,date,expName,psychopyVersion,frameRate
negative,blue,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,2,7,31,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,398.384602300008,None,None,1,1.51536819996545,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,yellow,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,2,8,32,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,400.899251400027,None,None,1,1.51469880004879,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,2,9,33,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,403.415517300018,None,None,1,1.51618320000125,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,2,10,34,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,405.931244599982,k,k,1,0.862694000010379,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,2,11,35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,407.799714500026,k,k,1,0.782589100010227,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
,,NaN,,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,409.57766270003,409.57766270003,space,39.5735035999678,None,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
,,NaN,,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,449.172598200035,main,451.187457500026,k,k,1,0.593495200038888,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
neutral,blue,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,1,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,452.787492400035,None,None,1,1.51259830000345,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,455.30308480002,None,None,1,1.51467280002544,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,blue,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,3,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,457.818767199991,None,None,1,1.51684220001334,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,4,4,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,460.334498299984,None,None,1,1.5128287000116,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
neutral,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,5,5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,462.851329900033,k,k,1,0.747988099989016,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,yellow,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,6,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,464.601290200022,None,None,1,1.53034170001047,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,7,7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,467.133265200013,k,k,1,1.09816480003064,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
neutral,yellow,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,8,8,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,469.234352800006,None,None,1,1.51425000000745,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,9,9,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,471.748689400032,k,k,1,0.799993599997833,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
neutral,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,10,10,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,473.549635000003,k,k,1,0.930211999977473,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,11,11,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,475.481909100024,k,k,1,0.882707700016908,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,0,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,477.365038799995,k,k,1,0.828374700038694,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,1,13,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,479.198488700029,None,None,1,1.51665219996357,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
neutral,yellow,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,2,14,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,481.712656599993,None,None,1,1.51352480001515,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,3,15,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,484.22957169998,k,k,1,0.596054000023287,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
neutral,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,4,16,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,485.830071100034,k,k,1,0.800763700040989,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,5,17,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,487.630176800012,None,None,1,1.51337160001276,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
neutral,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,6,18,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,490.144585000002,k,k,1,0.931641000031959,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,k,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,7,19,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,492.077898800024,k,k,1,0.882950800005347,None,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
neutral,blue,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,8,20,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,493.960621000035,None,None,1,1.51398220000556,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,yellow,1,None,,,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,9,21,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,496.47570890002,None,None,1,1.51368669996737,None,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,stroop,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
