target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,-0.04537037,-0.17870371,0,0,0,1.09896408059285,None,37.8845994100091,None,87.9716601000109,None,87.9716601000109,None,-0.06944445,-0.12222222,0,0,0,0.0153888200293295,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,0,0,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,91.1786554999999,None,prac,2,2,2,positive,neutral,k,k,1,3.25412309999228,93.2970041999943,94.348270699993,94.2996826999879,None,93.2970041999943,None,93.2970041999943,None,93.2970041999943,None,97.5215326999896,None,97.5215326999896,None,97.5215326999896,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,1,1,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,neutral,k,j,0,1.46520380000584,98.6146071999974,99.6639412000077,99.615123399999,None,98.6146071999974,None,98.6146071999974,None,98.6146071999974,None,101.020359599992,None,101.020359599992,None,101.020359599992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,2,2,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,negative,j,j,1,1.30065830002422,102.101457399986,103.143802900013,103.072758800001,None,102.101457399986,None,102.101457399986,None,102.101457399986,None,104.330167829996,None,104.330167829996,None,104.330167829996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,3,3,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,negative,j,j,1,1.14992650001659,104.413521200011,105.466768299986,105.418860900012,None,104.413521200011,None,104.413521200011,None,104.413521200011,None,106.49888753001,None,106.49888753001,None,106.49888753001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,4,4,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,positive,l,l,1,1.18577099998947,106.552070400008,107.606748499995,107.559702700004,None,106.552070400008,None,106.552070400008,None,106.552070400008,None,108.682554430014,None,108.682554430014,None,108.682554430014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,5,5,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,negative,j,j,1,1.24067410000134,108.759440199996,109.810747899988,109.762012099993,None,108.759440199996,None,108.759440199996,None,108.759440199996,None,110.940881230001,None,110.940881230001,None,110.940881230001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,6,6,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,positive,l,l,1,1.17979860000196,111.023355799989,112.087871199998,112.039962699986,None,111.023355799989,None,111.023355799989,None,111.023355799989,None,113.122295929998,None,113.122295929998,None,113.122295929998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,7,7,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,1.04004620001069,113.205503400008,114.253275800002,114.205058599997,None,113.205503400008,None,113.205503400008,None,113.205503400008,None,115.174858420005,None,115.174858420005,None,115.174858420005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,8,8,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,negative,j,j,1,0.9747628000041,115.231419799995,116.309038999985,116.254157399992,None,115.231419799995,None,115.231419799995,None,115.231419799995,None,117.161688130005,None,117.161688130005,None,117.161688130005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,9,9,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,positive,l,l,1,0.916103600000497,117.235628800001,118.296665200003,118.243892700004,None,117.235628800001,None,117.235628800001,None,117.235628800001,None,119.089500319993,None,119.089500319993,None,119.089500319993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,10,10,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,negative,j,j,1,0.90099399999599,119.17017279999,120.214193199994,120.163062300009,None,119.17017279999,None,119.17017279999,None,119.17017279999,None,120.998054519988,None,120.998054519988,None,120.998054519988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,11,11,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.885908800002653,121.029263500008,122.101027800003,122.045518500003,None,121.029263500008,None,121.029263500008,None,121.029263500008,None,122.887251629995,None,122.887251629995,None,122.887251629995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,12,12,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,positive,l,l,1,0.814853199990466,122.952357800008,123.993488999986,123.944511599984,None,122.952357800008,None,122.952357800008,None,122.952357800008,None,124.712515220011,None,124.712515220011,None,124.712515220011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,13,13,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.794616300001508,124.754809900012,125.832376800012,125.781920400012,None,124.754809900012,None,124.754809900012,None,124.754809900012,None,126.510226429999,None,126.510226429999,None,126.510226429999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,14,14,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,negative,j,j,1,0.848722399998223,126.586676200008,127.653818099992,127.605807899992,None,126.586676200008,None,126.586676200008,None,126.586676200008,None,128.373999519995,None,128.373999519995,None,128.373999519995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,15,15,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,positive,l,,0,1.03380500001367,128.416376600013,129.450334299996,129.450334299996,None,128.416376600013,None,128.416376600013,None,128.416376600013,None,130.426007100003,None,130.426007100003,None,130.426007100003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,16,16,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,positive,l,l,1,0.924344400002155,131.507165599993,132.549484799994,132.482734499994,None,131.507165599993,None,131.507165599993,None,131.507165599993,None,133.374596229993,None,133.374596229993,None,133.374596229993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,17,17,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.924405199999455,133.435805099987,134.46832819999,134.408874299988,None,133.435805099987,None,133.435805099987,None,133.435805099987,None,135.309153529996,None,135.309153529996,None,135.309153529996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,1,0,18,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.982462700019823,135.377105699998,136.438307000004,136.389020100003,None,135.377105699998,None,135.377105699998,None,135.377105699998,None,137.288368820003,None,137.288368820003,None,137.288368820003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,1,l,j,NaN,NaN,NaN,NaN,1,1,19,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,positive,l,l,1,0.730014600005234,137.358815199987,138.398252399988,138.350249300012,None,137.358815199987,None,137.358815199987,None,137.358815199987,None,139.036413130007,None,139.036413130007,None,139.036413130007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,2,j,l,NaN,NaN,NaN,NaN,1,2,20,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,negative,j,j,1,0.761676099995384,139.116542600008,140.1883676,140.090026299993,None,139.116542600008,None,139.116542600008,None,139.116542600008,None,140.809066320007,None,140.809066320007,None,140.809066320007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,1,3,21,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,neutral,negative,j,j,1,0.758255599997938,140.872515499999,141.914762100001,141.865735600004,None,140.872515499999,None,140.872515499999,None,140.872515499999,None,142.568570919998,None,142.568570919998,None,142.568570919998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,1,4,22,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,positive,l,l,1,1.01513280000654,142.612916000013,143.649229600007,143.649229600007,None,142.612916000013,None,142.612916000013,None,142.612916000013,None,144.594117619994,None,144.594117619994,None,144.594117619994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,1,5,23,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,neutral,negative,j,j,1,0.731976399983978,144.639884600008,145.673955500009,145.625309499999,None,144.639884600008,None,144.639884600008,None,144.639884600008,None,146.334588619991,None,146.334588619991,None,146.334588619991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,1,6,24,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,neutral,k,k,1,0.770021100004669,146.364946199988,147.424123000004,147.37507889999,None,146.364946199988,None,146.364946199988,None,146.364946199988,None,148.107256220008,None,148.107256220008,None,148.107256220008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,2,l,j,NaN,NaN,NaN,NaN,1,7,25,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,positive,l,l,1,0.90583949998836,148.183113700012,149.234050600004,149.185345300008,None,148.183113700012,None,148.183113700012,None,148.183113700012,None,150.024205930013,None,150.024205930013,None,150.024205930013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,1,l,j,NaN,NaN,NaN,NaN,1,8,26,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,positive,l,l,1,0.942514599999413,150.111333400011,151.158123400004,151.110996700008,None,150.111333400011,None,150.111333400011,None,150.111333400011,None,151.981262520008,None,151.981262520008,None,151.981262520008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,1,j,l,NaN,NaN,NaN,NaN,1,9,27,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,negative,j,j,1,1.62225089999265,152.015652100003,153.074515999993,153.025194899994,None,152.015652100003,None,152.015652100003,None,152.015652100003,None,154.621601099992,None,154.621601099992,None,154.621601099992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,2,j,l,NaN,NaN,NaN,NaN,1,10,28,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,negative,j,j,1,2.16472850000719,155.696001100005,156.770843900013,156.722817200003,None,155.696001100005,None,155.696001100005,None,155.696001100005,None,158.796215400012,None,158.796215400012,None,158.796215400012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,1,11,29,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.90856840001652,159.87386610001,160.909714699985,160.858441799995,None,159.87386610001,None,159.87386610001,None,159.87386610001,None,161.727382529998,None,161.727382529998,None,161.727382529998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,2,l,j,NaN,NaN,NaN,NaN,1,12,30,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,positive,l,l,1,0.920191800018074,161.791876800009,162.847399099992,162.799012500007,None,161.791876800009,None,161.791876800009,None,161.791876800009,None,163.647550320014,None,163.647550320014,None,163.647550320014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,1,13,31,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,positive,l,l,1,-0.465384699986316,163.701959099999,NaN,NaN,None,163.701959099999,None,163.701959099999,None,163.701959099999,None,164.242186399992,None,164.242186399992,None,164.242186399992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,1,14,32,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.990507500013337,167.306123799994,168.342427399999,168.295136300003,None,167.306123799994,None,167.306123799994,None,167.306123799994,None,169.242287130014,None,169.242287130014,None,169.242287130014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,1,15,33,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.924340799974743,169.300915400003,170.3389876,170.289837599994,None,169.300915400003,None,169.300915400003,None,169.300915400003,None,171.174721230002,None,171.174721230002,None,171.174721230002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,1,16,34,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.829832500021439,171.231585300004,172.263723399985,172.214577999985,None,171.231585300004,None,171.231585300004,None,171.231585300004,None,173.009182929999,None,173.009182929999,None,173.009182929999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,1,j,l,NaN,NaN,NaN,NaN,1,17,35,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,negative,j,j,1,0.957689200004097,173.0880053,174.136748099991,174.088616499997,None,173.0880053,None,173.0880053,None,173.0880053,None,174.978277029999,None,174.978277029999,None,174.978277029999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,174.997525899991,None,space,11.5323439000058,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,0.60555553,-0.4148148,0,0,0,0.0088824299746193,None,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,186.559239399998,None,main,2,2,1,negative,negative,j,j,1,1.15907740002149,188.7013974,189.75482100001,189.707673099998,None,188.7013974,None,188.7013974,None,188.7013974,None,190.773313329997,None,190.773313329997,None,190.773313329997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,9,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,negative,negative,j,j,1,0.852167799981544,190.866948400013,191.901411900006,191.853815699986,None,190.866948400013,None,190.866948400013,None,190.866948400013,None,192.641344919999,None,192.641344919999,None,192.641344919999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.866892299993197,192.689769299992,193.7224919,193.7224919,None,192.689769299992,None,192.689769299992,None,192.689769299992,None,194.507199909986,None,194.507199909986,None,194.507199909986,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,neutral,positive,l,l,1,0.948965299990959,194.549403000012,195.601912999991,195.553826799995,None,194.549403000012,None,194.549403000012,None,194.549403000012,None,196.472519729991,None,196.472519729991,None,196.472519729991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
