distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,image_4_stopped,mouse_7_x,mouse_7_y,mouse_7_leftButton,mouse_7_midButton,mouse_7_rightButton,sound_2_started,sound_2_stopped,key_resp_3_keys,mouse_5_x,mouse_5_y,mouse_5_leftButton,mouse_5_midButton,mouse_5_rightButton,mouse_5_started,mouse_5_stopped,yes_text2_started,yes_text2_stopped,no_text2_started,no_text2_stopped,mouse_3_x,mouse_3_y,mouse_3_leftButton,mouse_3_midButton,mouse_3_rightButton,mouse_3_started,mouse_3_stopped,st_prac_back_started,st_prac_back_stopped,st_prac_text_started,st_prac_text_stopped,st_fix_back_started,st_fix_back_stopped,st_fix_2_started,st_fix_2_stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back_started,st_back_stopped,st2_resp_keys,st2_resp_corr,st_main_back_started,st_main_back_stopped,st_main_text_started,st_main_text_stopped,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,mouse_4_clicked_name,mouse_4_started,mouse_4_stopped,text_2_started,text_2_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,190,190,190,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.80367799999658,630.398235500004,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,191,191,191,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.815638800006127,632.203131599992,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,192,192,192,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.779481500008842,634.019354699994,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,193,193,193,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49430829999619,635.802753600001,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,red,2,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,194,194,194,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49762010000995,638.300009900006,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,195,195,195,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49787900000229,640.799738200003,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,196,196,196,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49774629999592,643.299899299993,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,197,197,197,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.869039199998952,645.800086000003,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,198,198,198,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.51072819999536,647.670144799995,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,199,199,199,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49913310000557,650.183321100005,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,200,200,200,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.668983600000502,652.6840926,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,201,201,201,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.665386900000158,654.363317299998,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,202,202,202,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.664282400000957,656.020182699998,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,203,203,203,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.4944053000072,657.686932600001,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,204,204,204,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49885329999961,660.1823038,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,205,205,205,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49852079999982,662.682175099995,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,206,206,206,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49904590001097,665.182508800004,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,207,207,207,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.802747599998838,667.682599799999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,208,208,208,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49341090000235,669.487048700001,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,209,209,209,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.835008199996082,671.984239900004,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,red,2,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,210,210,210,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49431480000203,673.820402900004,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,211,211,211,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49897950000013,676.316099000003,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,212,212,212,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.752037400001427,678.816491100006,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,213,213,213,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.884228399998392,680.5693532,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,214,214,214,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.731127399994875,682.463793400006,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,215,215,215,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49429299999611,684.187466399992,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,216,216,216,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49861300000339,686.683046299993,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,217,217,217,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49887969999691,689.182511099993,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,218,218,218,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49876079999376,691.682717000003,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,red,2,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,219,219,219,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49866880000627,694.182746999999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,220,220,220,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.4991422000021,696.682770600004,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,221,221,221,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.969718299995293,699.183288500004,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,222,222,222,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49417890000041,701.154476700001,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,223,223,223,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.785865400001057,703.650225799996,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,224,224,224,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49455190000299,705.437543199994,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,225,225,225,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.870201900004758,707.932921800006,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,226,226,226,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49423229999957,709.804802400002,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,red,2,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,227,227,227,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49836189999769,712.300762999992,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,228,228,228,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.735350899994955,714.800793899994,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,229,229,229,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49497580000025,716.5375355,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,230,230,230,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49887419999868,719.033261999997,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,231,231,231,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49898590000521,721.533913499996,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,232,232,232,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49816770000325,724.033893899992,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,blue,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,233,233,233,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.936837500004913,726.533458899998,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,234,234,234,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.865697000001092,728.471911700006,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,235,235,235,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,1.03189330000896,730.338410299999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,236,236,236,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49313859999529,732.371509999997,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.9975041075242
